simulation,subject,group_id,question_count,question_start,question_end,shared_context,source_file,source_exam,pages,question_ids
simulacro-2,Matemáticas,EXT-math2019-32-32,1,32,32,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p017.jpg,math2019:32
simulacro-2,Matemáticas,EXT-math2019-33-33,1,33,33,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p017.jpg,math2019:33
simulacro-2,Matemáticas,EXT-math2019-34-35,2,34,35,True,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p018.jpg,math2019:34 | math2019:35
simulacro-2,Matemáticas,EXT-math2019-36-36,1,36,36,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p019.jpg,math2019:36
simulacro-2,Matemáticas,EXT-math2019-37-37,1,37,37,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p019.jpg,math2019:37
simulacro-2,Matemáticas,EXT-math2019-38-39,2,38,39,True,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p020.jpg | assets/pages/expanded/math2019/p021.jpg,math2019:38 | math2019:39
simulacro-2,Matemáticas,EXT-math2019-40-40,1,40,40,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p021.jpg,math2019:40
simulacro-2,Matemáticas,EXT-math2019-41-41,1,41,41,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p022.jpg,math2019:41
simulacro-2,Matemáticas,EXT-math2019-42-42,1,42,42,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p023.jpg,math2019:42
simulacro-2,Matemáticas,EXT-math2019-43-45,3,43,45,True,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p024.jpg | assets/pages/expanded/math2019/p025.jpg,math2019:43 | math2019:44 | math2019:45
simulacro-2,Matemáticas,EXT-math2019-48-48,1,48,48,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p025.jpg,math2019:48
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-01-01,1,1,1,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p005.jpg,social2019:main:01
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-02-02,1,2,2,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p005.jpg,social2019:main:02
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-03-03,1,3,3,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p005.jpg,social2019:main:03
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-04-04,1,4,4,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p006.jpg,social2019:main:04
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-05-05,1,5,5,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p006.jpg,social2019:main:05
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-06-06,1,6,6,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p006.jpg,social2019:main:06
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-07-07,1,7,7,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p007.jpg,social2019:main:07
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-08-08,1,8,8,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p007.jpg,social2019:main:08
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-09-09,1,9,9,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p007.jpg,social2019:main:09
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-10-10,1,10,10,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p008.jpg,social2019:main:10
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-11-11,1,11,11,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p008.jpg,social2019:main:11
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-12-12,1,12,12,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p008.jpg,social2019:main:12
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-13-13,1,13,13,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p009.jpg,social2019:main:13
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-15-15,1,15,15,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p009.jpg,social2019:main:15
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-16-16,1,16,16,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p010.jpg,social2019:main:16
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-17-17,1,17,17,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p010.jpg,social2019:main:17
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-18-18,1,18,18,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p010.jpg,social2019:main:18
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-19-19,1,19,19,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p011.jpg,social2019:main:19
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-20-20,1,20,20,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p011.jpg,social2019:main:20
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-21-21,1,21,21,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p011.jpg,social2019:main:21
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-22-22,1,22,22,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p012.jpg,social2019:main:22
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-23-23,1,23,23,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p012.jpg,social2019:main:23
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-24-24,1,24,24,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p012.jpg,social2019:main:24
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-25-25,1,25,25,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p013.jpg,social2019:main:25
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-26-26,1,26,26,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p013.jpg,social2019:main:26
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-27-27,1,27,27,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p013.jpg,social2019:main:27
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-28-28,1,28,28,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p013.jpg,social2019:main:28
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-29-29,1,29,29,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p014.jpg,social2019:main:29
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-30-30,1,30,30,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p014.jpg,social2019:main:30
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-31-31,1,31,31,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p014.jpg,social2019:main:31
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-32-32,1,32,32,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p015.jpg,social2019:main:32
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-33-33,1,33,33,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p015.jpg,social2019:main:33
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-34-34,1,34,34,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p015.jpg,social2019:main:34
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-35-35,1,35,35,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p015.jpg,social2019:main:35
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-36-36,1,36,36,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p016.jpg,social2019:main:36
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-37-37,1,37,37,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p016.jpg,social2019:main:37
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-38-38,1,38,38,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p016.jpg,social2019:main:38
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-39-39,1,39,39,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p016.jpg,social2019:main:39
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-40-40,1,40,40,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p017.jpg,social2019:main:40
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-41-41,1,41,41,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p017.jpg,social2019:main:41
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-42-42,1,42,42,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p017.jpg,social2019:main:42
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-43-43,1,43,43,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p018.jpg,social2019:main:43
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-44-44,1,44,44,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p018.jpg,social2019:main:44
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-45-45,1,45,45,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p018.jpg,social2019:main:45
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-46-46,1,46,46,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p018.jpg,social2019:main:46
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-47-47,1,47,47,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p019.jpg,social2019:main:47
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-48-48,1,48,48,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p019.jpg,social2019:main:48
simulacro-1,Sociales y Ciudadanas,SOC-social2019-main-49-49,1,49,49,False,cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-sociales-y-ciudadanas/p019.jpg,social2019:main:49
simulacro-1,Sociales y Ciudadanas,SOC-social2022-main-01-01,1,1,1,False,Cuadernillo-SocialesyCiudadanas-11-2022.pdf,,assets/pages/cuadernillo-socialesyciudadanas-11-2022/p002.jpg,social2022:main:01
simulacro-1,Sociales y Ciudadanas,EXT-social2021-01-01,1,1,1,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p005.jpg,social2021:01
simulacro-2,Sociales y Ciudadanas,EXT-social2021-02-02,1,2,2,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p005.jpg,social2021:02
simulacro-2,Sociales y Ciudadanas,EXT-social2021-03-03,1,3,3,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p006.jpg,social2021:03
simulacro-2,Sociales y Ciudadanas,EXT-social2021-04-04,1,4,4,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p006.jpg,social2021:04
simulacro-2,Sociales y Ciudadanas,EXT-social2021-05-05,1,5,5,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p007.jpg,social2021:05
simulacro-2,Sociales y Ciudadanas,EXT-social2021-06-06,1,6,6,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p007.jpg,social2021:06
simulacro-2,Sociales y Ciudadanas,EXT-social2021-07-07,1,7,7,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p008.jpg,social2021:07
simulacro-2,Sociales y Ciudadanas,EXT-social2021-08-08,1,8,8,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p008.jpg,social2021:08
simulacro-2,Sociales y Ciudadanas,EXT-social2021-09-09,1,9,9,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p009.jpg,social2021:09
simulacro-2,Sociales y Ciudadanas,EXT-social2021-10-10,1,10,10,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p009.jpg,social2021:10
simulacro-2,Sociales y Ciudadanas,EXT-social2021-11-11,1,11,11,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p010.jpg,social2021:11
simulacro-2,Sociales y Ciudadanas,EXT-social2021-12-12,1,12,12,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p010.jpg,social2021:12
simulacro-2,Sociales y Ciudadanas,EXT-social2021-13-13,1,13,13,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p011.jpg,social2021:13
simulacro-2,Sociales y Ciudadanas,EXT-social2021-14-14,1,14,14,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p011.jpg,social2021:14
simulacro-2,Sociales y Ciudadanas,EXT-social2021-16-16,1,16,16,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p012.jpg,social2021:16
simulacro-2,Sociales y Ciudadanas,EXT-social2021-17-17,1,17,17,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p013.jpg,social2021:17
simulacro-2,Sociales y Ciudadanas,EXT-social2021-18-18,1,18,18,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p013.jpg,social2021:18
simulacro-2,Sociales y Ciudadanas,EXT-social2021-19-19,1,19,19,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p014.jpg,social2021:19
simulacro-2,Sociales y Ciudadanas,EXT-social2021-20-20,1,20,20,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p014.jpg,social2021:20
simulacro-2,Sociales y Ciudadanas,EXT-social2021-21-21,1,21,21,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p015.jpg,social2021:21
simulacro-2,Sociales y Ciudadanas,EXT-social2021-22-22,1,22,22,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p015.jpg,social2021:22
simulacro-2,Sociales y Ciudadanas,EXT-social2021-23-23,1,23,23,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p016.jpg,social2021:23
simulacro-2,Sociales y Ciudadanas,EXT-social2021-24-24,1,24,24,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p016.jpg,social2021:24
simulacro-2,Sociales y Ciudadanas,EXT-social2021-25-25,1,25,25,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p017.jpg,social2021:25
simulacro-2,Sociales y Ciudadanas,EXT-social2021-26-26,1,26,26,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p017.jpg,social2021:26
simulacro-2,Sociales y Ciudadanas,EXT-social2021-27-27,1,27,27,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p017.jpg,social2021:27
simulacro-2,Sociales y Ciudadanas,EXT-social2021-28-28,1,28,28,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p018.jpg,social2021:28
simulacro-2,Sociales y Ciudadanas,EXT-social2021-29-29,1,29,29,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p018.jpg,social2021:29
simulacro-2,Sociales y Ciudadanas,EXT-social2021-30-30,1,30,30,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p019.jpg,social2021:30
simulacro-2,Sociales y Ciudadanas,EXT-social2021-31-31,1,31,31,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p019.jpg,social2021:31
simulacro-2,Sociales y Ciudadanas,EXT-social2021-32-32,1,32,32,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p020.jpg,social2021:32
simulacro-2,Sociales y Ciudadanas,EXT-social2021-33-33,1,33,33,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p020.jpg,social2021:33
simulacro-2,Sociales y Ciudadanas,EXT-social2021-34-34,1,34,34,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p020.jpg,social2021:34
simulacro-2,Sociales y Ciudadanas,EXT-social2021-35-35,1,35,35,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p021.jpg,social2021:35
simulacro-2,Sociales y Ciudadanas,EXT-social2021-36-36,1,36,36,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p021.jpg,social2021:36
simulacro-2,Sociales y Ciudadanas,EXT-social2021-37-37,1,37,37,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p022.jpg,social2021:37
simulacro-2,Sociales y Ciudadanas,EXT-social2021-38-38,1,38,38,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p022.jpg,social2021:38
simulacro-2,Sociales y Ciudadanas,EXT-social2021-39-39,1,39,39,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p023.jpg,social2021:39
simulacro-2,Sociales y Ciudadanas,EXT-social2021-40-40,1,40,40,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p023.jpg,social2021:40
simulacro-2,Sociales y Ciudadanas,EXT-social2021-41-41,1,41,41,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p024.jpg,social2021:41
simulacro-2,Sociales y Ciudadanas,EXT-social2021-42-42,1,42,42,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p024.jpg,social2021:42
simulacro-2,Sociales y Ciudadanas,EXT-social2021-43-43,1,43,43,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p025.jpg,social2021:43
simulacro-2,Sociales y Ciudadanas,EXT-social2021-44-44,1,44,44,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p025.jpg,social2021:44
simulacro-2,Sociales y Ciudadanas,EXT-social2021-45-45,1,45,45,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p026.jpg,social2021:45
simulacro-2,Sociales y Ciudadanas,EXT-social2021-46-46,1,46,46,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p026.jpg,social2021:46
simulacro-2,Sociales y Ciudadanas,EXT-social2021-48-48,1,48,48,False,06_PRACTICA_SOCIALES.pdf,,assets/pages/expanded/social2021/p027.jpg,social2021:48
simulacro-2,Sociales y Ciudadanas,SOC-2020-MANUAL-01,1,1,1,False,Cuadernillo-SocialesyCiudadanas-11-1.pdf,Cuadernillo 1 · 2020,assets/additional/sociales_2020_q1.jpg,social2020:manual:01
simulacro-2,Sociales y Ciudadanas,SOC-2020-MANUAL-02,1,2,2,False,Cuadernillo-SocialesyCiudadanas-11-1.pdf,Cuadernillo 1 · 2020,assets/additional/sociales_2020_q2.jpg,social2020:manual:02
simulacro-2,Sociales y Ciudadanas,SOC-social2020-manual-04,1,4,4,False,Cuadernillo-SocialesyCiudadanas-11-1.pdf,Cuadernillo 1 · 2020,assets/pages/social2020/p-2.jpg,social2020:manual:04
simulacro-2,Sociales y Ciudadanas,SOC-social2020-manual-08,1,8,8,False,Cuadernillo-SocialesyCiudadanas-11-1.pdf,Cuadernillo 1 · 2020,assets/pages/social2020/p-4.jpg,social2020:manual:08
simulacro-2,Sociales y Ciudadanas,SOC-social2020-manual-09,1,9,9,False,Cuadernillo-SocialesyCiudadanas-11-1.pdf,Cuadernillo 1 · 2020,assets/pages/social2020/p-4.jpg,social2020:manual:09
simulacro-1,Ciencias Naturales,CIE-science2019-main-09-09,1,9,9,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p009.jpg,science2019:main:09
simulacro-1,Ciencias Naturales,CIE-science2019-main-10-10,1,10,10,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p009.jpg,science2019:main:10
simulacro-1,Ciencias Naturales,CIE-science2019-main-12-12,1,12,12,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p010.jpg,science2019:main:12
simulacro-1,Ciencias Naturales,CIE-science2019-main-17-17,1,17,17,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p012.jpg,science2019:main:17
simulacro-1,Ciencias Naturales,CIE-science2019-main-23-23,1,23,23,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p015.jpg,science2019:main:23
simulacro-1,Ciencias Naturales,CIE-science2019-main-38-38,1,38,38,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p022.jpg,science2019:main:38
simulacro-1,Ciencias Naturales,CIE-science2019-main-44-44,1,44,44,False,cuadernillo-de-preguntas-saber-11-ciencias-naturales-2019.pdf,,assets/pages/cuadernillo-de-preguntas-saber-11-ciencias-naturales-20/p025.jpg,science2019:main:44
simulacro-1,Ciencias Naturales,CIE-science2026-main-02-02,1,2,2,False,24-feb-cuadernillo-preguntas-ciencias-naturales-saber-11-2026.pdf,,assets/pages/24-feb-cuadernillo-preguntas-ciencias-naturales-saber-1/p006.jpg,science2026:main:02
simulacro-1,Ciencias Naturales,CIE-science2026-main-03-03,1,3,3,False,24-feb-cuadernillo-preguntas-ciencias-naturales-saber-11-2026.pdf,,assets/pages/24-feb-cuadernillo-preguntas-ciencias-naturales-saber-1/p007.jpg,science2026:main:03
